row_id,video_file,camera_file,frame_count,experiment,experiment_id,experiment_chr,experiment_num,ms4_block_flag,ms4_target_experiment,experiment_type,is_control,is_target_species,culture,well,days_from_start,species,site,season,collection_site,toxin_exposure,particle_type,particle_class,size_class,lux_exposure,ntu,cu_ug_l,bw_ug_l,mass_loading_ug_l,mobile_cell_count,stationary_cell_count,total_cells,motility_ratio,tile,tile_count,count_date_yyyy_mm_dd,start_date_yyyy_mm_dd,collection_date,release,year,preparation,comment,species_std,qc_recalc_total_cells,qc_recalc_motility_ratio,flag_missing_response_counts,flag_total_cell_count_le_zero,flag_inconsistent_count_totals,flag_missing_key_predictor,flag_unexpected_frame_count,flag_impossible_date_sequences,flag_negative_mobile_count,flag_negative_stationary_count,flag_negative_ntu,flag_negative_lux,flag_negative_mass_loading,qc_n_flags,qc_any_flag,qc_flag_reason,qc_flag_reason_pretty,exclude_missing_response_counts,exclude_total_cell_count_le_zero,exclude_missing_key_predictor,exclude_negative_mobile_count,exclude_negative_stationary_count,exclude_inconsistent_count_totals,exclude_unexpected_frame_count,exclude_impossible_date_sequences,exclude_negative_ntu,exclude_negative_lux,exclude_negative_mass_loading,exclusion_flag,exclusion_reason,exclusion_reason_pretty
330,C1863,20241231_C1863_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,FALSE,TRUE,52,24286,8,L. digitata,BR,Winter,Bognor,LUX,NA,NA,NA,117,0,0,0,NA,3260,5614,8874,0.36736533693937345,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,8874,0.36736533693937345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
331,C1864,20241231_C1864_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,FALSE,TRUE,52,24291,8,L. digitata,BR,Winter,Bognor,LUX,NA,NA,NA,4,0,0,0,NA,3509,5684,9193,0.38170347003154576,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,9193,0.38170347003154576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
332,C1865,20241231_C1865_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,FALSE,TRUE,52,24292,8,L. digitata,BR,Winter,Bognor,LUX,NA,NA,NA,4,0,0,0,NA,1179,2328,3507,0.3361847733105218,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,3507,0.3361847733105218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
333,C1866,20241231_C1866_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,FALSE,TRUE,52,24293,8,L. digitata,BR,Winter,Bognor,LUX,NA,NA,NA,4,0,0,0,NA,32988,52351,85339,0.38655245550100187,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,85339,0.38655245550100187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
334,C1867,20241231_C1867_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,FALSE,TRUE,52,24294,8,L. digitata,BR,Winter,Bognor,LUX,NA,NA,NA,4,0,0,0,NA,1620,10725,12345,0.13122721749696234,none,NA,NA,NA,NA,NA,2024,NA,looks green,Laminaria digitata,12345,0.13122721749696234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
335,C1868,20241231_C1868_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,FALSE,TRUE,52,24295,8,L. digitata,BR,Winter,Bognor,LUX,NA,NA,NA,4,0,0,0,NA,40082,61219,101301,0.39567230333362946,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,101301,0.39567230333362946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
336,C1869,20241231_C1869_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,FALSE,TRUE,52,24296,8,L. digitata,BR,Winter,Bognor,LUX,NA,NA,NA,4,0,0,0,NA,1349,2653,4002,0.3370814592703648,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,4002,0.3370814592703648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
337,C1870,20241231_C1870_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,TRUE,TRUE,52,24301,8,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,36511,58563,95074,0.3840271788291226,none,NA,NA,NA,NA,NA,2024,NA,Time check before starting this tray 11:40,Laminaria digitata,95074,0.3840271788291226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
339,C1871,20241231_C1871_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,TRUE,TRUE,52,24302,8,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,1697,2564,4261,0.39826331846984275,none,NA,NA,NA,NA,NA,2024,NA,agitators,Laminaria digitata,4261,0.39826331846984275,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
340,C1872,20241231_C1872_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,TRUE,TRUE,52,24303,8,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,40831,62153,102984,0.396479064709081,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,102984,0.396479064709081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
342,C1873,20241231_C1873_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,TRUE,TRUE,52,24304,8,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,1778,3783,5561,0.3197266678654918,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,5561,0.3197266678654918,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
344,C1874,20241231_C1874_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,TRUE,TRUE,52,24305,8,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,4346,6713,11059,0.39298309069536125,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,11059,0.39298309069536125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
345,C1874i,20250104_C1874_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24224,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,25,0,0,NA,359,912,1271,0.2824547600314713,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1271,0.2824547600314713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
346,C1875,20241231_C1875_clip.MP4,504,9.2,NA,9.2,9.2,TRUE,EXP1_LIGHT,LIGHT_ONLY,TRUE,TRUE,52,24306,8,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,45232,65508,110740,0.408452230449702,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,110740,0.408452230449702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
347,C1875i,20250104_C1875_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24225,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,25,0,0,NA,376,882,1258,0.2988871224165342,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1258,0.2988871224165342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
348,C1876,20241231_C1876_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,TRUE,TRUE,52,24311,4,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,37179,59288,96467,0.38540640840909324,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,96467,0.38540640840909324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
349,C1876i,20250104_C1876_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24226,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,25,0,0,NA,242,589,831,0.29121540312876054,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,831,0.29121540312876054,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
350,C1877i,20250104_C1877_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24231,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,100,0,0,NA,2653,3331,5984,0.44334893048128343,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,5984,0.44334893048128343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
351,C1878,20241231_C1878_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,TRUE,TRUE,52,24312,4,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,45596,70612,116208,0.3923654137408784,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,116208,0.3923654137408784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
352,C1878i,20250104_C1878_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24232,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,100,0,0,NA,556,1312,1868,0.29764453961456105,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1868,0.29764453961456105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
353,C1879,20241231_C1879_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,TRUE,TRUE,52,24313,4,L. digitata,BR,Winter,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,33069,552988,586057,0.0564262520539811,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,586057,0.0564262520539811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
354,C1879i,20250104_C1879_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24233,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,100,0,0,NA,228,639,867,0.2629757785467128,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,867,0.2629757785467128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
355,C1880,20241231_C1880_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24314,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,5,0,0,NA,200,1129,1329,0.1504890895410083,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1329,0.1504890895410083,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
356,C1880i,20250104_C1880_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24234,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,400,0,0,NA,248,622,870,0.2850574712643678,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,870,0.2850574712643678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
357,C1881,20241231_C1881_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24315,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,5,0,0,NA,41923,66613,108536,0.38625893712685194,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,108536,0.38625893712685194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
358,C1881i,20250104_C1881_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24235,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,400,0,0,NA,246,759,1005,0.24477611940298508,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1005,0.24477611940298508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
359,C1882,20241231_C1882_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24316,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,5,0,0,NA,1620,3525,5145,0.31486880466472306,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,5145,0.31486880466472306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
360,C1882i,20250104_C1882_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24236,12,L. digitata,BR,Winter,Bognor,PEAT,PEAT,NA,NA,0,400,0,0,NA,2157,3629,5786,0.37279640511579676,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,5786,0.37279640511579676,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
361,C1883,20241231_C1883_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24321,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,25,0,0,NA,39888,61769,101657,0.3923782917064245,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,101657,0.3923782917064245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
362,C1883i,20250104_C1883_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24241,12,L. digitata,BR,Winter,Bognor,KAOLINITE,KAOLINITE,NA,NA,0,100,0,0,NA,232,685,917,0.2529989094874591,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,917,0.2529989094874591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
363,C1884,20241231_C1884_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24322,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,25,0,0,NA,36421,54687,91108,0.39975633314308295,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,91108,0.39975633314308295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
364,C1884i,20250104_C1884_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24242,12,L. digitata,BR,Winter,Bognor,KAOLINITE,KAOLINITE,NA,NA,0,100,0,0,NA,457,1118,1575,0.29015873015873017,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1575,0.29015873015873017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
365,C1885,20241231_C1885_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24323,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,25,0,0,NA,40860,66882,107742,0.3792392938686863,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,107742,0.3792392938686863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
366,C1885i,20250104_C1885_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24243,12,L. digitata,BR,Winter,Bognor,KAOLINITE,KAOLINITE,NA,NA,0,100,0,0,NA,44626,90055,134681,0.3313459211024569,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,134681,0.3313459211024569,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
367,C1886,20241231_C1886_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24324,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,125,0,0,NA,40361,60593,100954,0.3997959466687798,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,100954,0.3997959466687798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
368,C1886i,20250104_C1886_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24244,12,L. digitata,BR,Winter,Bognor,KAOLINITE,KAOLINITE,NA,NA,0,400,0,0,NA,576,1222,1798,0.3203559510567297,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1798,0.3203559510567297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
369,C1887,20241231_C1887_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24325,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,125,0,0,NA,47929,76762,124691,0.3843821927805535,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,124691,0.3843821927805535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
370,C1887i,20250104_C1887_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24245,12,L. digitata,BR,Winter,Bognor,KAOLINITE,KAOLINITE,NA,NA,0,400,0,0,NA,981,1228,2209,0.44409234947940246,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,2209,0.44409234947940246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
371,C1888,20241231_C1888_clip.MP4,504,8.2,NA,8.2,8.2,TRUE,EXP4_FIELD_SPM,FIELD_SPM,FALSE,TRUE,52,24326,4,L. digitata,BR,Winter,Bognor,SPM,SPM,NA,NA,0,125,0,0,NA,40217,59892,100109,0.40173211199792225,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,100109,0.40173211199792225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
372,C1888i,20250104_C1888_clip.MP4,504,10.2,NA,10.2,10.2,TRUE,EXP2_DEFINED_PARTICLES,DEFINED_PARTICLES,FALSE,TRUE,52,24246,12,L. digitata,BR,Winter,Bognor,KAOLINITE,KAOLINITE,NA,NA,0,400,0,0,NA,1603,3085,4688,0.3419368600682594,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,4688,0.3419368600682594,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
