VERSION,5.2,AQUAtalk:V4.42,OS:V6.2,,,,,,,,,,,,,,,
LOGGER TYPE,AQUAlogger 310TYPT5 max50m ,,,,,,,,,,,,,,,,,
LOGGER,2554-327,,,,,,,,,,,,,,,,,
REGIME,,,,,,,,,,,,,,,,,,
REGIME TITLE, Logging Mode, Start At, Burst Mode, Interval, Samples Per Burst, Within Burst Sample Rate, Samples Per Average, Intermittent Logging, Hours per Day, Days per Month, Months per Year,,,,,,,
Sample,30/09/2024 19:44,23,9368037,5.414336,8388480,0.038703,12183824,18.422038,3229500,1.053801,106.969994,79,87.954609,,0.709715,,175.909225,
Sample,30/09/2024 19:44,23,9367977,5.414006,8388479,0.038698,12183791,18.422414,3229456,1.053786,106.969994,76.43,87.954609,,0.70949,,175.909225,
Sample,30/09/2024 19:44,23,9367940,5.413803,8388480,0.038703,12183779,18.422551,3229438,1.05378,106.959999,77.889999,87.94639,,0.709398,,175.892776,
Sample,30/09/2024 19:44,23,9368225,5.41537,8388481,0.038709,12183770,18.422653,3229162,1.05369,106.909996,77.840004,87.905271,,0.707985,,175.810547,
Sample,30/09/2024 19:44,23,9368090,5.414628,8388486,0.038736,12183682,18.423657,3229066,1.053658,106.909996,78.849998,87.905271,,0.707494,,175.810547,
Sample,30/09/2024 19:44,23,9368021,5.414248,8388483,0.03872,12183649,18.424033,3229893,1.05393,106.889999,79.580002,87.888827,,0.711725,,175.777649,
Sample,30/09/2024 19:44,23,9367972,5.413979,8388484,0.038725,12183617,18.424398,3230327,1.054073,106.900002,77.529999,87.897052,,0.713943,,175.794098,
Sample,30/09/2024 19:44,23,9367914,5.41366,8388481,0.038709,12183584,18.424774,3230346,1.054079,106.889999,76.790001,87.888827,,0.71404,,175.777649,
Sample,30/09/2024 19:44,23,9368212,5.415298,8388481,0.038709,12183595,18.424649,3230822,1.054235,106.880005,77.970001,87.880608,,0.716471,,175.761215,
Sample,30/09/2024 19:44,23,9368073,5.414534,8388483,0.03872,12183527,18.425424,3230793,1.054226,106.900002,79.550003,87.897052,,0.716323,,175.794098,
Sample,30/09/2024 19:44,23,9367998,5.414122,8388485,0.038731,12183481,18.425948,3230882,1.054255,106.880005,78.25,87.880608,,0.716778,,175.761215,
Sample,30/09/2024 19:44,23,9367951,5.413863,8388484,0.038725,12183453,18.426268,3230726,1.054204,106.900002,79.849998,87.897052,,0.715981,,175.794098,
Sample,30/09/2024 19:44,23,9367903,5.4136,8388480,0.038703,12183427,18.426564,3230739,1.054208,106.919998,77.629997,87.913496,,0.716048,,175.826996,
Sample,30/09/2024 19:44,23,9368189,5.415172,8388479,0.038698,12183449,18.426313,3230817,1.054234,106.889999,79.459999,87.888827,,0.716446,,175.777649,
Sample,30/09/2024 19:44,23,9368061,5.414468,8388476,0.038681,12183342,18.427533,3230941,1.054274,106.860001,80.379997,87.864157,,0.717079,,175.728317,
Sample,30/09/2024 19:44,23,9368010,5.414188,8388481,0.038709,12183316,18.42783,3230881,1.054255,106.849998,77.07,87.855932,,0.716773,,175.711868,
Sample,30/09/2024 19:44,23,9367932,5.413759,8388480,0.038703,12183292,18.428103,3230866,1.05425,106.830002,78.540001,87.839488,,0.716696,,175.67897,
Sample,30/09/2024 19:44,23,9367893,5.413545,8388486,0.038736,12183270,18.428354,3230913,1.054265,106.819992,77.940002,87.831257,,0.716936,,175.662506,
Sample,30/09/2024 19:44,23,9368182,5.415133,8388478,0.038692,12183289,18.428137,3231051,1.054311,106.800003,79.059998,87.814819,,0.71764,,175.629639,
Sample,30/09/2024 19:44,23,9368064,5.414485,8388483,0.03872,12183203,18.429118,3230978,1.054287,106.769997,77.559998,87.790143,,0.717268,,175.580292,
Sample,30/09/2024 19:44,23,9367964,5.413935,8388478,0.038692,12183153,18.429688,3231010,1.054297,106.790001,79.959999,87.806593,,0.717431,,175.61319,
Sample,30/09/2024 19:44,23,9367909,5.413633,8388479,0.038698,12183142,18.429813,3231010,1.054297,106.769997,77.849998,87.790143,,0.717431,,175.580292,
Sample,30/09/2024 19:44,23,9367868,5.413407,8388483,0.03872,12183107,18.430212,3230978,1.054287,106.75,78.209999,87.773699,,0.717268,,175.547394,
Sample,30/09/2024 19:45,23,9368162,5.415024,8388478,0.038692,12183129,18.429962,3231165,1.054348,106.680008,78.110001,87.716141,,0.718222,,175.432281,
Sample,30/09/2024 19:45,23,9368009,5.414182,8388480,0.038703,12183032,18.431068,3231131,1.054337,106.680008,78.830002,87.716141,,0.718049,,175.432281,
Sample,30/09/2024 19:45,23,9367947,5.413841,8388480,0.038703,12183014,18.431273,3231173,1.054351,106.659996,78.139999,87.699685,,0.718263,,175.399368,
Sample,30/09/2024 19:45,23,9367906,5.413616,8388482,0.038714,12182975,18.431718,3231163,1.054347,106.650002,76.07,87.691466,,0.718212,,175.382935,
Sample,30/09/2024 19:45,23,9367864,5.413385,8388487,0.038742,12182964,18.431843,3231128,1.054336,106.659996,78.970001,87.699685,,0.718033,,175.399368,
Sample,30/09/2024 19:45,23,9368139,5.414897,8388482,0.038714,12182976,18.431706,3231176,1.054352,106.659996,78.279999,87.699685,,0.718278,,175.399368,
Sample,30/09/2024 19:45,23,9368006,5.414166,8388478,0.038692,12182906,18.432504,3231306,1.054394,106.680008,78.770004,87.716141,,0.718942,,175.432281,
Sample,30/09/2024 19:45,23,9367941,5.413808,8388480,0.038703,12182886,18.432732,3231358,1.054412,106.680008,77.770004,87.716141,,0.719207,,175.432281,
Sample,30/09/2024 19:45,23,9367887,5.413512,8388477,0.038687,12182851,18.433131,3231255,1.054378,106.669998,79.690002,87.70791,,0.718681,,175.415817,
Sample,30/09/2024 19:45,23,9367856,5.413341,8388482,0.038714,12182834,18.433325,3231269,1.054382,106.690002,79.080002,87.72436,,0.718753,,175.448715,
Sample,30/09/2024 19:45,23,9368121,5.414798,8388480,0.038703,12182853,18.433109,3231271,1.054383,106.740005,78.360001,87.76548,,0.718763,,175.53096,
Sample,30/09/2024 19:45,23,9367989,5.414072,8388482,0.038714,12182771,18.434043,3231241,1.054373,106.75,77.590004,87.773699,,0.71861,,175.547394,
Sample,30/09/2024 19:45,23,9367917,5.413677,8388479,0.038698,12182754,18.434237,3231211,1.054363,106.740005,79.050003,87.76548,,0.718457,,175.53096,
Sample,30/09/2024 19:45,23,9367859,5.413358,8388479,0.038698,12182709,18.43475,3231254,1.054377,106.740005,79.610001,87.76548,,0.718676,,175.53096,
Sample,30/09/2024 19:45,23,9367824,5.413165,8388479,0.038698,12182716,18.434671,3231342,1.054406,106.730003,78.559998,87.757255,,0.719125,,175.514511,
Sample,30/09/2024 19:45,23,9368118,5.414782,8388477,0.038687,12182719,18.434636,3231340,1.054406,106.699997,77.809998,87.732579,,0.719115,,175.465164,
Sample,30/09/2024 19:45,23,9367972,5.413979,8388482,0.038714,12182648,18.435446,3231294,1.05439,106.699997,78.830002,87.732579,,0.71888,,175.465164,
Sample,30/09/2024 19:45,23,9367883,5.41349,8388483,0.03872,12182598,18.436016,3231272,1.054383,106.719994,79.940002,87.749023,,0.718768,,175.498047,
Sample,30/09/2024 19:45,23,9367848,5.413297,8388481,0.038709,12182585,18.436164,3231390,1.054422,106.690002,79.129997,87.72436,,0.71937,,175.448715,
Sample,30/09/2024 19:45,23,9367800,5.413033,8388480,0.038703,12182572,18.436313,3231239,1.054372,106.690002,80.340004,87.72436,,0.7186,,175.448715,
Sample,30/09/2024 19:45,23,9368095,5.414655,8388478,0.038692,12182601,18.435982,3231523,1.054466,106.680008,80.150002,87.716141,,0.720048,,175.432281,
Sample,30/09/2024 19:45,23,9367994,5.4141,8388481,0.038709,12182523,18.436871,3231383,1.05442,106.680008,78.040001,87.716141,,0.719334,,175.432281,
Sample,30/09/2024 19:45,23,9367914,5.41366,8388476,0.038681,12182481,18.43735,3231523,1.054466,106.680008,79.520004,87.716141,,0.720048,,175.432281,
Sample,30/09/2024 19:45,23,9367835,5.413226,8388480,0.038703,12182457,18.437624,3231576,1.054483,106.690002,78.82,87.72436,,0.720319,,175.448715,
Sample,30/09/2024 19:45,23,9367815,5.413116,8388477,0.038687,12182461,18.437578,3231366,1.054414,106.699997,79.029999,87.732579,,0.719248,,175.465164,
Sample,30/09/2024 19:45,23,9368079,5.414567,8388470,0.038648,12182489,18.437259,3231643,1.054505,106.719994,76.75,87.749023,,0.72066,,175.498047,
Sample,30/09/2024 19:45,23,9367945,5.41383,8388481,0.038709,12182411,18.438148,3231616,1.054496,106.719994,79.419998,87.749023,,0.720523,,175.498047,
Sample,30/09/2024 19:45,23,9367876,5.413451,8388474,0.03867,12182365,18.438673,3231660,1.054511,106.699997,79.25,87.732579,,0.720747,,175.465164,
Sample,30/09/2024 19:45,23,9367819,5.413138,8388482,0.038714,12182341,18.438946,3231702,1.054525,106.690002,78.449997,87.72436,,0.720961,,175.448715,
Sample,30/09/2024 19:45,23,9367773,5.412885,8388479,0.038698,12182339,18.438969,3231728,1.054533,106.680008,79.470001,87.716141,,0.721094,,175.432281,
Sample,30/09/2024 19:46,23,9368058,5.414452,8388480,0.038703,12182364,18.438684,3231706,1.054526,106.719994,80.279999,87.749023,,0.720982,,175.498047,
Sample,30/09/2024 19:46,23,9367942,5.413814,8388479,0.038698,12182298,18.439437,3231708,1.054527,106.709999,79,87.740804,,0.720992,,175.481613,
Sample,30/09/2024 19:46,23,9367847,5.413292,8388482,0.038714,12182256,18.439916,3231734,1.054535,106.699997,78.970001,87.732579,,0.721124,,175.465164,
Sample,30/09/2024 19:46,23,9367807,5.413072,8388480,0.038703,12182238,18.440121,3231729,1.054533,106.699997,79.520004,87.732579,,0.721099,,175.465164,
Sample,30/09/2024 19:46,23,9367782,5.412934,8388479,0.038698,12182229,18.440224,3231710,1.054527,106.690002,79.459999,87.72436,,0.721002,,175.448715,
Sample,30/09/2024 19:46,23,9368063,5.414479,8388477,0.038687,12182282,18.439619,3231906,1.054592,106.690002,79.379997,87.72436,,0.722001,,175.448715,
Sample,30/09/2024 19:46,23,9367911,5.413644,8388481,0.038709,12182205,18.440497,3231935,1.054601,106.699997,81.209999,87.732579,,0.722149,,175.465164,
Sample,30/09/2024 19:46,23,9367865,5.413391,8388475,0.038676,12182153,18.44109,3232048,1.054638,106.699997,80.830002,87.732579,,0.722725,,175.465164,
Sample,30/09/2024 19:46,23,9367807,5.413072,8388479,0.038698,12182143,18.441204,3232062,1.054643,106.709999,79.620003,87.740804,,0.722796,,175.481613,
Sample,30/09/2024 19:46,23,9367742,5.412714,8388483,0.03872,12182120,18.441466,3232015,1.054627,106.699997,79.190002,87.732579,,0.722557,,175.465164,
Sample,30/09/2024 19:46,23,9368037,5.414336,8388475,0.038676,12182157,18.441044,3232107,1.054658,106.709999,79.93,87.740804,,0.723026,,175.481613,
Sample,30/09/2024 19:46,23,9367898,5.413572,8388480,0.038703,12182087,18.441843,3232064,1.054644,106.699997,81.590004,87.732579,,0.722807,,175.465164,
Sample,30/09/2024 19:46,23,9367837,5.413237,8388480,0.038703,12182055,18.442208,3232018,1.054628,106.699997,80.220001,87.732579,,0.722572,,175.465164,
Sample,30/09/2024 19:46,23,9367791,5.412984,8388484,0.038725,12182041,18.442367,3232153,1.054673,106.709999,80.720001,87.740804,,0.72326,,175.481613,
Sample,30/09/2024 19:46,23,9367756,5.412791,8388480,0.038703,12182025,18.44255,3232060,1.054642,106.680008,79.080002,87.716141,,0.722786,,175.432281,
Sample,30/09/2024 19:46,23,9368009,5.414182,8388480,0.038703,12182039,18.44239,3232126,1.054664,106.659996,79.840004,87.699685,,0.723122,,175.399368,
Sample,30/09/2024 19:46,23,9367879,5.413468,8388478,0.038692,12181980,18.443063,3232104,1.054657,106.680008,79.370003,87.716141,,0.72301,,175.432281,
Sample,30/09/2024 19:46,23,9367819,5.413138,8388476,0.038681,12181948,18.443428,3232171,1.054679,106.669998,79.909996,87.70791,,0.723352,,175.415817,
Sample,30/09/2024 19:46,23,9367755,5.412786,8388476,0.038681,12181943,18.443485,3232175,1.05468,106.669998,78.82,87.70791,,0.723372,,175.415817,
Sample,30/09/2024 19:46,23,9367708,5.412527,8388479,0.038698,12181923,18.443713,3232094,1.054653,106.659996,81.57,87.699685,,0.722959,,175.399368,
Sample,30/09/2024 19:46,23,9367999,5.414127,8388477,0.038687,12181966,18.443222,3231918,1.054596,106.680008,80.270004,87.716141,,0.722062,,175.432281,
Sample,30/09/2024 19:46,23,9367894,5.41355,8388481,0.038709,12181898,18.443998,3231872,1.05458,106.699997,80.029999,87.732579,,0.721828,,175.465164,
Sample,30/09/2024 19:46,23,9367812,5.413099,8388484,0.038725,12181855,18.444488,3231971,1.054613,106.690002,79.029999,87.72436,,0.722333,,175.448715,
Sample,30/09/2024 19:46,23,9367726,5.412626,8388481,0.038709,12181833,18.444739,3231931,1.0546,106.709999,80.370003,87.740804,,0.722129,,175.481613,
Sample,30/09/2024 19:46,23,9367707,5.412522,8388482,0.038714,12181823,18.444853,3231966,1.054611,106.699997,79.709999,87.732579,,0.722307,,175.465164,
Sample,30/09/2024 19:46,23,9367979,5.414017,8388481,0.038709,12181865,18.444374,3231662,1.054511,106.709999,80.309998,87.740804,,0.720757,,175.481613,
Sample,30/09/2024 19:46,23,9367832,5.413209,8388479,0.038698,12181789,18.445241,3231694,1.054522,106.719994,80.009995,87.749023,,0.72092,,175.498047,
Sample,30/09/2024 19:46,23,9367796,5.413011,8388479,0.038698,12181766,18.445503,3231751,1.054541,106.699997,80.169998,87.732579,,0.721211,,175.465164,
Sample,30/09/2024 19:46,23,9367759,5.412808,8388484,0.038725,12181752,18.445663,3231734,1.054535,106.699997,81.690002,87.732579,,0.721124,,175.465164,
Sample,30/09/2024 19:46,23,9367704,5.412505,8388479,0.038698,12181742,18.445777,3231805,1.054558,106.690002,80.629997,87.72436,,0.721486,,175.448715,
Sample,30/09/2024 19:47,23,9367977,5.414006,8388474,0.03867,12181793,18.445195,3232024,1.05463,106.650002,80.529999,87.691466,,0.722603,,175.382935,
Sample,30/09/2024 19:47,23,9367835,5.413226,8388480,0.038703,12181713,18.446107,3231877,1.054582,106.650002,80.759995,87.691466,,0.721853,,175.382935,
Sample,30/09/2024 19:47,23,9367755,5.412786,8388479,0.038698,12181672,18.446575,3231948,1.054605,106.650002,80.790001,87.691466,,0.722215,,175.382935,
Sample,30/09/2024 19:47,23,9367709,5.412533,8388480,0.038703,12181670,18.446598,3232017,1.054628,106.659996,80.93,87.699685,,0.722567,,175.399368,
Sample,30/09/2024 19:47,23,9367696,5.412462,8388482,0.038714,12181640,18.44694,3231959,1.054609,106.659996,81.190002,87.699685,,0.722271,,175.399368,
Sample,30/09/2024 19:47,23,9367949,5.413852,8388476,0.038681,12181708,18.446164,3232197,1.054687,106.650002,81,87.691466,,0.723484,,175.382935,
Sample,30/09/2024 19:47,23,9367839,5.413248,8388479,0.038698,12181622,18.447145,3232149,1.054672,106.639999,81.75,87.683241,,0.72324,,175.366486,
Sample,30/09/2024 19:47,23,9367734,5.41267,8388482,0.038714,12181607,18.447316,3232226,1.054697,106.639999,79.529999,87.683241,,0.723632,,175.366486,
Sample,30/09/2024 19:47,23,9367678,5.412363,8388479,0.038698,12181591,18.447498,3232229,1.054698,106.680008,80.93,87.716141,,0.723647,,175.432281,
Sample,30/09/2024 19:47,23,9367676,5.412352,8388480,0.038703,12181567,18.447772,3232266,1.05471,106.699997,81.419998,87.732579,,0.723836,,175.465164,
Sample,30/09/2024 19:47,23,9367944,5.413825,8388475,0.038676,12181637,18.446974,3232237,1.0547,106.669998,80.340004,87.70791,,0.723688,,175.415817,
Sample,30/09/2024 19:47,23,9367822,5.413154,8388481,0.038709,12181553,18.447932,3232146,1.054671,106.669998,81.379997,87.70791,,0.723224,,175.415817,
Sample,30/09/2024 19:47,23,9367718,5.412582,8388481,0.038709,12181527,18.448228,3232185,1.054683,106.680008,81.159996,87.716141,,0.723423,,175.432281,
Sample,30/09/2024 19:47,23,9367692,5.41244,8388481,0.038709,12181503,18.448502,3232011,1.054626,106.659996,81.120003,87.699685,,0.722536,,175.399368,
Sample,30/09/2024 19:47,23,9367646,5.412187,8388477,0.038687,12181499,18.448548,3231934,1.054601,106.650002,79.529999,87.691466,,0.722144,,175.382935,
Sample,30/09/2024 19:47,23,9367921,5.413699,8388485,0.038731,12181562,18.447829,3232037,1.054635,106.639999,80.699997,87.683241,,0.722669,,175.366486,
Sample,30/09/2024 19:47,23,9367807,5.413072,8388485,0.038731,12181495,18.448593,3232016,1.054628,106.619995,81.740005,87.66679,,0.722562,,175.333588,
Sample,30/09/2024 19:47,23,9367728,5.412637,8388480,0.038703,12181454,18.449061,3231901,1.05459,106.619995,82.529999,87.66679,,0.721976,,175.333588,
Sample,30/09/2024 19:47,23,9367678,5.412363,8388481,0.038709,12181452,18.449083,3232003,1.054624,106.630005,79.400002,87.675022,,0.722496,,175.350037,
Sample,30/09/2024 19:47,23,9367626,5.412077,8388484,0.038725,12181421,18.449437,3231920,1.054596,106.619995,81.43,87.66679,,0.722073,,175.333588,
Sample,30/09/2024 19:47,23,9367900,5.413583,8388477,0.038687,12181483,18.44873,3232086,1.054651,106.580002,80.419998,87.633902,,0.722919,,175.267807,
Sample,30/09/2024 19:47,23,9367792,5.412989,8388483,0.03872,12181421,18.449437,3232137,1.054668,106.559998,81.849998,87.617452,,0.723179,,175.234909,
Sample,30/09/2024 19:47,23,9367717,5.412577,8388479,0.038698,12181398,18.449699,3232168,1.054678,106.559998,80.940002,87.617452,,0.723336,,175.234909,
Sample,30/09/2024 19:47,23,9367670,5.412319,8388479,0.038698,12181381,18.449893,3232165,1.054677,106.559998,81.990005,87.617452,,0.723321,,175.234909,
Sample,30/09/2024 19:47,23,9367596,5.411912,8388483,0.03872,12181346,18.450292,3232183,1.054683,106.550003,82.349998,87.609233,,0.723413,,175.21846,
Sample,30/09/2024 19:47,23,9367890,5.413528,8388478,0.038692,12181417,18.449483,3231934,1.054601,106.519997,83.349998,87.584557,,0.722144,,175.169113,
Sample,30/09/2024 19:47,23,9367749,5.412753,8388484,0.038725,12181351,18.450235,3231823,1.054564,106.519997,79.509995,87.584557,,0.721578,,175.169113,
Sample,30/09/2024 19:47,23,9367685,5.412401,8388480,0.038703,12181321,18.450577,3231876,1.054582,106.519997,81.379997,87.584557,,0.721848,,175.169113,
Sample,30/09/2024 19:47,23,9367637,5.412137,8388484,0.038725,12181285,18.450988,3231812,1.054561,106.519997,81.669998,87.584557,,0.721522,,175.169113,
Sample,30/09/2024 19:47,23,9367599,5.411928,8388482,0.038714,12181300,18.450817,3231777,1.054549,106.519997,80.099998,87.584557,,0.721344,,175.169113,
Sample,30/09/2024 19:48,23,9367873,5.413435,8388477,0.038687,12181361,18.450121,3232017,1.054628,106.459999,80.509995,87.535218,,0.722567,,175.070435,
Sample,30/09/2024 19:48,23,9367752,5.412769,8388485,0.038731,12181270,18.451159,3231897,1.054589,106.480003,81.729996,87.551669,,0.721955,,175.103333,
Sample,30/09/2024 19:48,23,9367681,5.412379,8388478,0.038692,12181246,18.451433,3231973,1.054614,106.480003,82.809998,87.551669,,0.722343,,175.103333,
Sample,30/09/2024 19:48,23,9367641,5.412159,8388481,0.038709,12181232,18.451592,3232056,1.054641,106.490005,81.889999,87.559894,,0.722766,,175.119781,
Sample,30/09/2024 19:48,23,9367598,5.411923,8388478,0.038692,12181224,18.451683,3231988,1.054619,106.490005,79.970001,87.559894,,0.722419,,175.119781,
Sample,30/09/2024 19:48,23,9367858,5.413352,8388480,0.038703,12181288,18.450954,3231821,1.054564,106.459999,82.470001,87.535218,,0.721568,,175.070435,
Sample,30/09/2024 19:48,23,9367742,5.412714,8388481,0.038709,12181215,18.451786,3231780,1.05455,106.459999,80.470001,87.535218,,0.721359,,175.070435,
Sample,30/09/2024 19:48,23,9367676,5.412352,8388484,0.038725,12181180,18.452185,3231715,1.054529,106.449997,80.290001,87.526993,,0.721028,,175.053986,
Sample,30/09/2024 19:48,23,9367616,5.412022,8388481,0.038709,12181171,18.452288,3231789,1.054553,106.459999,80.690002,87.535218,,0.721405,,175.070435,
Sample,30/09/2024 19:48,23,9367574,5.411791,8388485,0.038731,12181173,18.452265,3231789,1.054553,106.449997,79.669998,87.526993,,0.721405,,175.053986,
Sample,30/09/2024 19:48,23,9367845,5.413281,8388478,0.038692,12181218,18.451752,3231881,1.054583,106.449997,80.879997,87.526993,,0.721874,,175.053986,
Sample,30/09/2024 19:48,23,9367710,5.412538,8388480,0.038703,12181154,18.452482,3231886,1.054585,106.440002,80.240005,87.518774,,0.721899,,175.037552,
Sample,30/09/2024 19:48,23,9367642,5.412165,8388480,0.038703,12181142,18.452619,3231951,1.054606,106.430008,80.93,87.510555,,0.722231,,175.021118,
Sample,30/09/2024 19:48,23,9367606,5.411967,8388484,0.038725,12181096,18.453143,3231901,1.05459,106.449997,81.040001,87.526993,,0.721976,,175.053986,
Sample,30/09/2024 19:48,23,9367559,5.411708,8388486,0.038736,12181106,18.453029,3231872,1.05458,106.449997,83.340004,87.526993,,0.721828,,175.053986,
Sample,30/09/2024 19:48,23,9367825,5.413171,8388478,0.038692,12181163,18.452379,3231873,1.054581,106.469994,81.120003,87.543437,,0.721833,,175.086868,
Sample,30/09/2024 19:48,23,9367687,5.412412,8388482,0.038714,12181081,18.453314,3231914,1.054594,106.459999,80.550003,87.535218,,0.722042,,175.070435,
Sample,30/09/2024 19:48,23,9367636,5.412132,8388481,0.038709,12181068,18.453462,3231985,1.054618,106.469994,80.709999,87.543437,,0.722404,,175.086868,
Sample,30/09/2024 19:48,23,9367595,5.411906,8388477,0.038687,12181059,18.453565,3232107,1.054658,106.480003,79.909996,87.551669,,0.723026,,175.103333,
Sample,30/09/2024 19:48,23,9367530,5.411549,8388483,0.03872,12181047,18.453702,3232041,1.054636,106.490005,82.599998,87.559894,,0.722689,,175.119781,
Sample,30/09/2024 19:48,23,9367814,5.41311,8388481,0.038709,12181108,18.453006,3232134,1.054667,106.530006,82.659996,87.592789,,0.723163,,175.185577,
Sample,30/09/2024 19:48,23,9367690,5.412429,8388477,0.038687,12181042,18.453759,3232072,1.054646,106.530006,81.040001,87.592789,,0.722847,,175.185577,
Sample,30/09/2024 19:48,23,9367628,5.412088,8388484,0.038725,12181011,18.454112,3232183,1.054683,106.530006,83.300003,87.592789,,0.723413,,175.185577,
Sample,30/09/2024 19:48,23,9367580,5.411824,8388477,0.038687,12181004,18.454192,3232143,1.05467,106.519997,81.150002,87.584557,,0.723209,,175.169113,
Sample,30/09/2024 19:48,23,9367532,5.41156,8388483,0.03872,12180983,18.454432,3232011,1.054626,106.5,80.659996,87.568113,,0.722536,,175.13623,
Sample,30/09/2024 19:48,23,9367799,5.413028,8388477,0.038687,12181049,18.453679,3232069,1.054645,106.469994,81.979996,87.543437,,0.722832,,175.086868,
Sample,30/09/2024 19:48,23,9367664,5.412286,8388481,0.038709,12180988,18.454375,3232127,1.054664,106.480003,80.879997,87.551669,,0.723128,,175.103333,
Sample,30/09/2024 19:48,23,9367606,5.411967,8388475,0.038676,12180959,18.454705,3232205,1.05469,106.469994,81.419998,87.543437,,0.723525,,175.086868,
Sample,30/09/2024 19:48,23,9367557,5.411697,8388478,0.038692,12180957,18.454728,3232071,1.054646,106.469994,82.32,87.543437,,0.722842,,175.086868,
Sample,30/09/2024 19:48,23,9367525,5.411521,8388480,0.038703,12180939,18.454933,3232185,1.054683,106.459999,81.220001,87.535218,,0.723423,,175.070435,
Sample,30/09/2024 19:49,23,9367774,5.41289,8388481,0.038709,12180999,18.454249,3232313,1.054725,106.430008,79.990005,87.510555,,0.724075,,175.021118,
Sample,30/09/2024 19:49,23,9367641,5.412159,8388481,0.038709,12180928,18.455059,3232199,1.054688,106.430008,80.5,87.510555,,0.723494,,175.021118,
Sample,30/09/2024 19:49,23,9367598,5.411923,8388482,0.038714,12180907,18.455298,3232310,1.054724,106.419998,82.690002,87.502324,,0.72406,,175.004654,
Sample,30/09/2024 19:49,23,9367551,5.411664,8388477,0.038687,12180898,18.455401,3232317,1.054727,106.419998,82.240005,87.502324,,0.724096,,175.004654,
Sample,30/09/2024 19:49,23,9367505,5.411411,8388479,0.038698,12180885,18.455549,3232255,1.054706,106.409996,79.990005,87.494099,,0.72378,,174.988205,
Sample,30/09/2024 19:49,23,9367761,5.412819,8388479,0.038698,12180943,18.454888,3232375,1.054746,106.380005,80.020004,87.469436,,0.724391,,174.938873,
Sample,30/09/2024 19:49,23,9367632,5.41211,8388483,0.03872,12180886,18.455538,3232341,1.054735,106.389999,81.059998,87.477655,,0.724218,,174.955307,
Sample,30/09/2024 19:49,23,9367571,5.411774,8388481,0.038709,12180844,18.456017,3232389,1.05475,106.369995,80.520004,87.461204,,0.724462,,174.922409,
Sample,30/09/2024 19:49,23,9367516,5.411472,8388484,0.038725,12180838,18.456085,3232410,1.054757,106.380005,81.169998,87.469436,,0.724569,,174.938873,
Sample,30/09/2024 19:49,23,9367486,5.411307,8388479,0.038698,12180845,18.456005,3232355,1.054739,106.380005,79.919998,87.469436,,0.724289,,174.938873,
Sample,30/09/2024 19:49,23,9367746,5.412736,8388474,0.03867,12180897,18.455412,3232361,1.054741,106.380005,82.400002,87.469436,,0.72432,,174.938873,
Sample,30/09/2024 19:49,23,9367619,5.412038,8388483,0.03872,12180833,18.456142,3232523,1.054794,106.380005,81.800003,87.469436,,0.725145,,174.938873,
Sample,30/09/2024 19:49,23,9367564,5.411736,8388479,0.038698,12180800,18.456519,3232368,1.054744,106.369995,81.449997,87.461204,,0.724355,,174.922409,
Sample,30/09/2024 19:49,23,9367513,5.411455,8388482,0.038714,12180795,18.456576,3232469,1.054777,106.360001,81.25,87.452985,,0.72487,,174.905975,
Sample,30/09/2024 19:49,23,9367461,5.41117,8388483,0.03872,12180781,18.456735,3232399,1.054754,106.360001,82.389999,87.452985,,0.724513,,174.905975,
Sample,30/09/2024 19:49,23,9367740,5.412703,8388478,0.038692,12180862,18.455812,3232394,1.054752,106.409996,81.479996,87.494099,,0.724488,,174.988205,
Sample,30/09/2024 19:49,23,9367621,5.412049,8388483,0.03872,12180797,18.456553,3232471,1.054777,106.409996,81.959999,87.494099,,0.72488,,174.988205,
Sample,30/09/2024 19:49,23,9367551,5.411664,8388481,0.038709,12180752,18.457066,3232429,1.054764,106.440002,82.080002,87.518774,,0.724666,,175.037552,
Sample,30/09/2024 19:49,23,9367499,5.411378,8388481,0.038709,12180734,18.457271,3232390,1.054751,106.440002,80.360001,87.518774,,0.724467,,175.037552,
Sample,30/09/2024 19:49,23,9367452,5.41112,8388481,0.038709,12180719,18.457442,3232473,1.054778,106.449997,80.32,87.526993,,0.72489,,175.053986,
Sample,30/09/2024 19:49,23,9367722,5.412604,8388476,0.038681,12180805,18.456462,3232605,1.054821,106.490005,82.770004,87.559894,,0.725562,,175.119781,
Sample,30/09/2024 19:49,23,9367582,5.411835,8388486,0.038736,12180729,18.457328,3232519,1.054793,106.5,82.629997,87.568113,,0.725124,,175.13623,
Sample,30/09/2024 19:49,23,9367527,5.411532,8388479,0.038698,12180710,18.457545,3232523,1.054794,106.509995,81.300003,87.576332,,0.725145,,175.152664,
Sample,30/09/2024 19:49,23,9367477,5.411257,8388483,0.03872,12180697,18.457693,3232530,1.054797,106.530006,81.620003,87.592789,,0.72518,,175.185577,
Sample,30/09/2024 19:49,23,9367441,5.41106,8388479,0.038698,12180680,18.457887,3232610,1.054823,106.519997,82.650002,87.584557,,0.725588,,175.169113,
Sample,30/09/2024 19:49,23,9367698,5.412472,8388481,0.038709,12180766,18.456906,3232737,1.054865,106.569992,80.879997,87.625671,,0.726234,,175.251343,
Sample,30/09/2024 19:49,23,9367585,5.411851,8388481,0.038709,12180684,18.457841,3232654,1.054838,106.599998,83.240005,87.650346,,0.725812,,175.30069,
